title,size_m2,price,latitude,longitude
Venta de Hermoso Apartamento Obarrio Cur 20 - 4840,174,315000,8.980448139220401,-79.52703345601562
Apt - 067 El Cangrejo – Apartamento en Venta 166 m&sup2;,166,275000,8.986476786022639,-79.52848773995055
Venta PH Grand Tower / Punta Pacifica,306,715000,8.975998529805821,-79.50699448585512
"Vendo Apartamento 2 Rec. 57 m&sup2; en El Crisol Los Caciques $85,500",57,85500,,
"Apartamento en PH Sky View, Hato Pintado, 170 m&sup2;",170,1200,9.0126758,-79.51350020000001
Se Vende Apartamento con Línea Blanca/#19 - 5466/sch,84,125000,9.002204299999999,-79.51397179999998
Apartamento en Venta en San Francisco. Prive Tower. Ld #20 - 6055,185,305000,,
Alquilo Apartamento en PH Altamira Garden - 75 Mtrs2. Mak,75,125000,,
"Apartamento en Venta, Clayton",191,400000,8.993370714749636,-79.56116196761468
A Estrenar a Una Cuadra Av Balboa y Cinta Costera,87,223000,8.974765798161267,-79.53020200408255
Mj - 190 Se Alquila Lindo Apartamento Amoblado en Torres de Castilla,83,195000,8.999215099999999,-79.51751609999997
Pronta Entrega Apartamento en Área del Cangrejo.,136,321290,8.985777373967654,-79.52913147011412
"Alquilo o Vendo Apto en PH Marina Plaza, San Francisco",155,275000,,
"Se Vende Apartamento en Santa María, Originario Residencial Santa María",391,997662,9.026725274399428,-79.44468726340239
"Paitilla: Royal Princess, Apto de 2 Recs con 2 Baños, Cuarto y Baño de Empleada",133,175000,8.976106428416731,-79.51399325767213
Vivir en Velure - de Estreno en El Cangrejo,85,237000,8.9857663,-79.5304883
"Venta! Céntrico Apartamento 3 Recamaras, Excelente Precio!",82,138000,9.004251338200353,-79.50836254970704
Apartamento en Venta Coco del Mar Pp19 - 12293,337,710000,8.996168,-79.49793
Riverside - Alquiler o Venta - Costa del Este,142,350000,9.01091685730094,-79.47006665396725
Vendo Apartamento PH Elevation en Costa del Este 198 Mt/3h/3.5b/cbe/2e/2d,198,375000,9.01047012639303,-79.47292864829296
Santa Maria 3 Recamaras 306 m&sup2; Entrega Inmediata,306,752600,,
Vendo Apartamento en Costa del Este Kc20 - 5958,95,187000,9.01103239952232,-79.472781938794
Se Vende Apartamento en P. H. Bella Vista Garden,62,114000,,
Venta de Apartamento en Parque Lefevre,61,130000,,
"Q Tower. 306 m 3r 3.5b Cbe 2est $499,000.00!",306,499000,8.97668738714497,-79.50878617724607
"Rebajado por Propietario! 3 Recamaras, Vistas Al Mar, Parque Urraca y Ciudad",212,1800,8.972753079508966,-79.5315956637848
Vendo Apartamento Amoblado en Costa del Este,291,785000,9.009797999999998,-79.4682997
1 - 00279 Apartamento en PH Sevilla,120,205000,8.994416826573575,-79.47106532502447
Casco Viejo - Apartamento Venta,80,250000,8.953160310119099,-79.53544199466707
Alquilo o Vendo Apto. en La Loma P. H. Ecco Tower,111,220000,9.0045257,-79.5160818
Riverside - Costa del Este | Bonito Apartamento,104,275000,9.009436972073418,-79.47091162711376
"Apartamentos en San Francisco, Capri, Ais",93,850,8.988153819220292,-79.50460047104585
Se Vende Cómodo Apartamento/#20 - 2189/sch,87,175000,8.981542980634577,-79.51007917329406
Playa Dorada Vistazul,83,69000,8.888654300880106,-79.66952681852723
Venta en Vía España Amplio Apartamento,93,177900,,
Apartamento en Venta en Embassy Club. Clayton. Ld #20 - 412,319,475000,,
"Venta Apartamento 83 m&sup2;. Frente Al Parque Omar, Carrasquilla, San Francisco.",83,175000,9.00423696661986,-79.5088486656067
Apartamento en Venta en La Tumba Muerto,69,155000,9.025866768100789,-79.5271083416169
"Se Vende Casa en Playa Dorada, Vacamonte",119,145550,,
Apartamentos en Santa María Golf & Country Club,391,1163939,9.0275816,-79.4542308
En Venta - Av Balboa - 2 Recámaras - 2 Baños - Mármol - Balcón - Cocina Integrada,108,247000,8.975982655992626,-79.52484994356767
Milano Tower San Francisco | Calle 74 en Construcción,79,198750,,
Venta de Apartamento en El Cangrejo Id3477,140,215000,8.989963229003951,-79.53024726906432
Apartamento en Venta en Playa Blanca 19 - 3791yd,128,375000,8.352730068710562,-80.15204197954175
Apartamento en Venta Casco Viejo - Venta,145,425000,,
Apartamento con Vista Al Mar en Punta Pacífica,294,640000,,
Apartamento de 4 Recamaras Frente Al Mar en Costa del Este - PH Vitri,385,987000,9.010213239755837,-79.46537390639253
Apartamento en Venta Edison Park Pp19 - 12253,77,182000,8.994641,-79.530302
"San Francisco 3 y 4 Recamaras 145, 188, 272, 328 m&sup2; Entrega Inmediata",145,371444,,
Alquiler de Apartamento en Av Balboa Frente Al Mar,150,300000,8.974663175480023,-79.52623663546944
Venta de de Apartamento en Juan Diaz Mgq20 - 2083,64,79000,9.026903742097378,-79.45246287211916
Negociable! Apartamento con Excelente Precio y Ubicación,72,110000,9.002716072865809,-79.5096878
"Oferta Moderno Apartamento, Amoblado, Excelente Ubicación!",69,175000,,
"Apartamento Pent House Tipo Loft, Proyecto Punta Caelo, San Carlos",432,750000,8.4610679,-79.96335959999999
"En Costa del Este, 3 a 4 Recamaras, 358 m&sup2;, Entrega Inmediata",358,930800,9.011354928000882,-79.4661480239033
"Se Vende Apartamento en Dos Mares, Pacific Hills Torre 200",329,435000,9.003334251214817,-79.53538770833148
"Lindo, Iluminado, y Amplio Apartamento en Costa del Este",118,198000,,
Venta Apartamento Pacific Village - 4351dm,266,495000,8.976834,-79.5076464
Apartamento a Pasos de Av Balboa de 4 Recamaras,205,299000,,
Se Vende Apartamento en Costa del Este,342,957600,9.011392092551528,-79.46088120629884
Punta Pacifica Apartamento de 3 Rec a Solo $170k,95,170000,,
Lujoso Apartamento en Venta Excelente Ubicación en El Cangrejo,200,525000,8.986977999999999,-79.51885089999996
"Vendo Apartamento Amoblado $210,000 3 Recamaras 130 m&sup2; #130",130,210000,,
Balboa Bay en Bella Vista - Entrega Inmediata,110,273000,8.972628502453302,-79.53174860555725
Ganga! Remate de La Semana! Solo por Este Mes en El Cangrejo,110,169000,8.984622281405384,-79.52898126640929
Venta Apartamento en Punta Pacifica / Apartment For Sale in Punta Pacifica,183,500000,,
Venta Penthouse Duplex - Vitri - Costa del Este,517,1500000,9.0106691,-79.46352350000001
"Rebajado por Propietario! Apartamento en PH Moon Tower, San Francisco",100,200000,8.991955656141327,-79.4969799060035
Apartamento en Venta en San Francisco Jg,108,220000,8.9940681,-79.50720339999998
"En Venta Exclusivo Penthouse, Costa del Este PH Vitri",527,1500000,9.0106691,-79.4635235
Vendo Penthouse Mejor Precio del Mercado,808,1200000,8.975585229081702,-79.50852870941164
The Towers - Calle 50 | Lujoso y Exclusivo Apartamento,145,349000,8.982993252212648,-79.5185223015277
Apartamento en Venta en San Francisco Id: 9808,227,295000,,
PH Marea en Costa del Este Frente Al Mar,709,1800000,9.009299966078295,-79.4721728098175
En Venta Apartamento Ubicado en Excelente Zona San Francisco Ng18 - 7140,125,205000,8.996037970635587,-79.5071324763559
Casas Santa Maria 305 m&sup2; $698k/ 324 m&sup2; $728k/ 344 m&sup2; $780k Woods/grove,306,698000,9.025672007004278,-79.4554062892471
"PH Sunshine By The Park - 2 Rec - 2ba - Linea Blanca - $120,000usd",70,120000,9.0057679,-79.5096878
Oasis Amoblado en Venta,96,209000,8.974578,-79.506867
Alquilo/vendo Apartamento Rivage ID 7813,150,350000,8.9693459,-79.5312376
Vendo Hermoso Apto en Villa de Las Fuentes 1,166,325000,9.016630820136552,-79.53342897644347
1 - 00265 Apartamento The Palm,165,245000,8.980448139220401,-79.52703345601562
"Vendo Apartamento en Carrasquilla, Via España",77,145000,,
"Venta PH Vista Balboa, Av Balboa",125,255000,,
Venta de Apartamento en San Francisco - PH Waterview 20 - 1086aia,122,195000,8.988081,-79.50324
Mei Tower - Pronta Entrega,118,235000,9.015292617992305,-79.53419370786514
Venta de Apartamento en El Cangrejo,88,230000,,
Apartamento en Grand Bay Tower,100,230000,,
"PH Arrecife, Punta Paitilla (Remodelado)",130,240000,,
Se Vende Apartamento en Av Balboa,128,340000,8.975944966404855,-79.52326086560669
Vendo Apartamento PH Porto Fino - San Francisco,96,167000,8.991750716097599,-79.50594988788976
"ID 11648 Playa Bonita Residences, Entrada Canal de Panamá 162 m&sup2;",162,450000,8.8994374,-79.57392700000003
Imperial Tower Costa del Este 4r 4.5b Cbe,245,398000,9.015669236430716,-79.47245703010253
Venta Infinity en San Francisco!,160,290000,8.988153819220292,-79.50460047104585
Santa Maria Village Center - Locales y Aptos 2 Recs 90 m&sup2; + $275k,92,288000,,
Coco del Mar | PH Icon Tower | Venta,160,365000,8.997902792416243,-79.49788838518066
"Oferta: Apto. Amoblado, 3 Recamaras, $132,000 - Id#2907",100,132000,,
Alquilo o Vendo Seawave Bella Vista,97,1000,8.980313299999999,-79.52705200000003
Apartamento Renovado Soho Tower 207 m&sup2;,207,430000,9.01103239952232,-79.472781938794
Mcd 20 - 4939 Apartamento en Venta en Playa Blanca,145,320000,8.352730068710562,-80.15204197954175
Venta Apto en Av Balboa ID 9751,88,190000,,
Acqua 1 Excelente Precio: Apartamento Frente Al Mar Para Venta,280,795000,8.994416826573575,-79.47106532502447
Vistamar - Ocean View Condominium in Olas 2– Id# Cc - 10 - Ola2,177,275000,,
Super Ganga Apt 3r2b Nuevo Aaa en Rokas en Condado del Rey 850,107,850,,
Venta de Apartamento Via España,68,163000,8.998924342101818,-79.5182497028244
Vendo Apartamento en PH Sunflower Tower.,79,128000,9.000500989245332,-79.51236627995969
Se Vende Amplio Apartamento en Villa Zaita/#19 - 3284/sch,84,110000,9.086509058375043,-79.52354182023771
Venta Apartamento en Parque Lefevre Entrega 2021,55,124000,9.007617317721818,-79.50409439882509
"Santa Maria – Vista Al Golf – 215 m&sup2; – 520,000",215,520000,9.025122426023009,-79.46159072617638
Regalia - Costa del Este | Elegante y Lujoso Apartamento,270,746500,9.011113859510195,-79.47159827262158
"Apartamento PH Miramar Plaza, Ubicado en La Av Balboa",375,1265000,8.97496526772935,-79.52687234533005
"Punta Paitilla, P. H. Sonesta, 3 Rec. 300 m&sup2;",300,2400,8.971525224718924,-79.51596288280336
"Vendo Apartamento Amoblado en Yoo, Ave Balboa",129,375000,8.976083299999999,-79.5234418
Quartier Marbella: Preventa de Exclusivos y Finos Apartamentos,70,210000,8.979902960807717,-79.51731696765899
Park Square - Via España | Apartamentos en Preventa,68,163200,8.998867384416252,-79.51761670149688
Nuevo Artamento en Venta Kolosal Tawer Remodelado 208trs2 $310.000 Ganga 4 Recam,208,315000,,
Vendo Apt en Parque Lefevre ID 7093,101,153000,,
"Se Vende Apartamento en PH Grand Bay, 103 Mt",103,170000,,
Se Vende o Alquila Apartamento,99,185000,9.037130121711531,-79.53037092201225
Proyecto PH Prim,77,97500,,
Venta! Apartamento 8b PH Torre del Sol,190,285000,8.978439948301512,-79.51968000541842
San Francisco Bay 600 a Estrenar,95,191625,8.996037970635587,-79.5071324763559
Ganga Venta Apartamento en San Francisco,91,165000,8.995825113129053,-79.50565339724595
Venta PH Prive San Francisco,185,305000,8.988370849626476,-79.50245072164905
Apartamento Amoblado en Santa Maria PH Allegra,468,1250000,9.026722140142416,-79.44471753434945
3808 La Ensenada - Ave Balboa,200,300000,8.976174932168123,-79.52346578815212
ID 11046 Casa en Villa Valencia en Venta,293,320000,,
Remato PH Maui / Mc,121,290000,,
Vendo Apartamento en Clayton,174,240000,9.0126815,-79.5733978
Vendo / Alquilo Sophia Tower (Lado C) - ID 7833,188,289000,8.9860245,-79.51959390000002
Ganga! Terrawind - San Francisco - Vista Al Mar Apartamento en Venta,139,235000,8.987417212850318,-79.50156372883606
"PH Montemar, San Francisco",72,130000,,
Venta - Apartamento en Edison Park - PH Belview,90,180000,8.9940876,-79.531178
"Se Vende Apartamento en Santa María, Originario Residencial Santa María",441,1125723,9.027673098696335,-79.44456294368081
"PH The View, San Francisco",215,349000,8.9906046,-79.50260989999998
Mi Condado - Condado del Rey | Apartamentos Para Estrenar,71,130000,9.027879994947053,-79.52424475662224
Apartamentos en Costa del Este,272,856800,9.014316690526313,-79.46246907403565
"Vendo Céntrico Apartamento Ene El Cangrejo 2 Rec. 92 m&sup2; $165,000",92,165000,,
Venta de Apartamento en Av Balboa 20 - 5922 Dc,102,227000,8.9696043,-79.53100899999998
Vendo o Alquilo Apartamento en Villa Lucre,87,120000,,
Urbana - Obarrio | Centricos Apartamentos,78,200500,8.985566607868094,-79.51960373704435
Edificio Lalique en Punta Paitilla (Id 10574),311,390000,8.97610228164142,-79.51289562123122
Ganga! Mystic Point Punta Pacifica,160,270000,8.981070452433988,-79.50919935078736
Bahia Pacifica en Venta,545,1500000,8.973585796373786,-79.50734777511593
Hermoso Apartamento Vista Al Mar y Ciudad 122 m - 2recs + 2estac,122,370000,8.9693459,-79.5312376
Apartamento Para La Venta en Carrasquilla,76,105000,,
Ganga! Dupont Tower - Punta Pacifica - Vista Al Mar,166,315000,8.980145852725643,-79.50759819444272
Practico y Cómodo Apartamento en Venta/ #19 - 12191/sch,65,105000,9.012619691947112,-79.53364921943512
Apartamento en Venta en Edison Park 20 - 3573 Yd,77,165000,8.984767521736647,-79.53178522212488
Vendo Apartamento PH Alegria.,77,160000,8.989625267711569,-79.55411419272423
"Apartamento en Venta 112 m&sup2;. Frente Al Parque Omar, Altos del Golf, San Francisco.",112,235000,9.004234979137637,-79.50885477783203
Portofino Towers - de Promoción Entrega Inmediata,117,249700,9.013340244820945,-79.53330589668121
"Vitri Penthouse 525 m&sup2;, de 4 Rec, Excelente Oportunidad,"" lujoso""Espectacular!",525,1250000,,
Banco Remata Apartamento en PH Chaquira Plaza,94,175000,,
Se Vende Apartamento en Bahía Esmeralda - Marbella,361,730000,8.978674494207436,-79.52052549206542
Comodo Apartamento en Venta en Albrook Panama,128,315000,8.9761505743283,-79.5563185673634
"Apartamento La Vista, Santa Maria! Rl",303,878000,,
Vendo Apartamento en San Francisco P. H. Harmony,132,263000,8.990329599999999,-79.5062143
"Apartamento en Venta en El Dorado, con Amplios Espacios Em 19 - 6860",120,185000,9.01231303814107,-79.54019930506286
Pacific Point Punta Pacifica 400 Mt,400,880000,8.976834,-79.5076464
"PH Boutique Quartier del Mar, Cfo",120,340000,8.993854790598986,-79.50728416442873
PH Top Towers Costa del Este,118,260000,9.01476469982481,-79.47773936836003
Apartamento en Venta en El PH Monaco,178,270000,8.9878662,-79.52096069999999
Apartamento Playa Bijao 2 Recamaras,,290000,8.400969804065815,-80.0742816925049
PH Punta Arena - Todo Lo Que Mereces Para Vivir.,378,950000,8.2466,-80.9901
"PH Moon Tower, San Francisco",114,218000,,
Venta de Apartamento en Carrasquilla 19 - 767 Mc,78,167000,9.002204299999999,-79.51397179999998
Villa Mirador – en Calle Tranquila en Coronado,204,225000,8.528865018563975,-79.88896118920218
Apartamento en Venta en San Francisco Jgj,147,275000,8.991999534673612,-79.49858047229156
Apartamento en Alquiler o Venta en Keops Tower. Np 20 - 1558,200,360000,8.990723605172304,-79.4998905120157
"Bello Apartamento en Venta en El Cangrejo, 126 m&sup2;, 3r/3b Av - 780",126,280000,,
"San Francisco, PH. Joy en Venta a Solo 290k",215,290000,,
Apartamento en Venta en Obarrio 17 - 1644yd,118,345000,8.984877791245403,-79.51738823239806
Venta PH Panama Bay Costa del Este,339,860000,9.009908777644505,-79.470956325531
"Vendo Apartamento a Estrenar en PH The Regent, Costa del Este 20 - 2838gg",105,290000,9.010090199999999,-79.4776099
"Pacific Point, Punta Pacífica",404,870000,,
Venta a Estrenar PH Vista Horizonte (El Carmen),94,202000,8.9986585,-79.5223697
Se Venden Apartamentos Deluxe Residences - 2392pg,177,524900,8.9749725,-79.5139718
Venta y Alquiler de Apartamento en San Francisco Id9696,159,295000,,
Venta de Amplio y Lindo Apartamento San Francisco Cur 19 - 8864,230,380000,8.992831396689745,-79.50702943068848
Pueblo Nuevo Hermoso Apartamento en Venta Rg,70,149000,9.016885036856749,-79.52355252812498
Apartamento El Dorado PH Golden Boulevard Venta Mf,120,179500,9.008858599999998,-79.53536059999999
Venta El Cangrejo PH Velure Camilo,129,290000,8.988988299999999,-79.5280264
Vista Marina / Av Balboa / Venta,335,590000,8.972745143268751,-79.53112362275391
Apartamento en Venta en Coronado Ltf 20 - 7435,106,210000,8.539772136882059,-79.87934815209279
The Sands - Av Balboa | Apartamentos Frente Al Mar,50,135000,8.962497056003247,-79.53461585643197
Venta Apartamento PH Gala Torre 2 Las Acacias,69,115000,9.051289599999999,-79.4211567
Coco del Mar - del Mare - Próxima Entrega,223,585000,9.000025803704487,-79.49701394445799
A Estrenar en Obarrio! Apartamento en Down Towm,47,145000,8.9875064,-79.5238103
Vendo Apartamento en Edison Park Abc 20 - 3604,94,195000,8.9937471,-79.53292379999999
Se Vende Apartamento Amoblado en San Francisco,156,273000,,
Apartamento en Venta Punta Pacifica Pp19 - 9135,350,950000,8.978612,-79.50445
Vendo Casa en Ciudad Bolivar El Amanecer,120,95000,,
3 Recamaras – Aviñon Tower en Venta,77,170000,,
"En Venta Exclusivo Apartamento en The One Tower, Obarrio",97,199000,,
Venta de Apartamento en Costa del Este Mgq20 - 982,110,189000,9.012361585876846,-79.46873367339366
Vendo en PH Costa del Este Pijao A. G,124,230000,9.0131299,-79.467576
PH Costa del Mar | Av Balboa | Alquiler Amoblado,241,390000,8.9767682,-79.52174600000001
Elegante Apartamento en Punta Paitilla - 2220da,230,440000,8.9749725,-79.5139718
Apartamento en Venta en Punta Pacifica El Hogar Ideal! Mcr20 - 476,144,275000,8.97767887823423,-79.50728229781907
Apartamento en Venta en Coco del Mar Fl 18 - 3356,337,710000,,
Ocean Two / Costa del Este / Alquiler o Venta,290,3000,9.0105964006516,-79.46488738566632
Venta PH Dupont Punta Pacifica 1 Rec Amob,126,230000,8.97717484467381,-79.50739145278932
Se Vende Apartamento en Parque Lindo II,105,161000,,
Apartamento en Venta en Costa del Este. Ubicación Privilegiada Fl 19 - 447,342,957600,,
P. H Villa del Mar en La Av Balboa,108,320000,8.9696043,-79.531009
Venta Apartamento San Francisco Excelente Ubicación Dcd 20 - 1300,98,180000,,
Se Venden Apartamentos Proyecto Coco Place San Francisco,48,128000,,
Venta de Apartamento en Chanis 20 - 602pm,118,185000,,
Alquilo/vendo Apartamento Ave Balboa Yo - ID 6083,127,350000,8.9762301531,-79.52422578840003
Apartamento en Av Balboa en Venta Id: 9771,150,295000,,
Sunset One en Vía Israel,118,301900,8.9850095,-79.5122659
Se Vende Precioso Yoo Modelo J Av Balboa,167,550000,8.976083299999999,-79.5234418
San Francisco | PH Lilina | Alquiler | Venta,100,1000,8.992180434114195,-79.50485947036134
"Apartamento en Venta en El Cangrejo, con Excelente Distribución Em 20 - 3687",122,239000,8.986192650038364,-79.53064423599852
Venta de Exclusivo Apartamento en El Carmen 20 - 1228 Mps,98,170000,8.993122609813033,-79.52496092621152
"San Francisco, Apartamento en Venta, 2r, 2b $209,000 Av - 675",96,209000,,
Vendo Apto PH Pelican Bay en San Fco,135,245000,8.988871699999997,-79.5042362
Apartamento en Venta o Alquiler en El PH Lemare,98,205000,8.9923074,-79.49779890000002
Punta Pacifica | PH Loft 41 | Alquiler y Venta,167,345000,8.975278559339223,-79.50915179750245
Apartamento en Venta en Betania Jgj,77,150000,9.007634311437275,-79.51972253593749
Vivendi Green Alquiler con Opción a Compra Vive Cerca de Todo!,73,188500,8.994105192639045,-79.53199309332354
Vendo Apartamento Terrawid,124,195000,8.9850095,-79.5122659
Venta de Apartamento en Clayton 18 - 6844 Mmm,147,365000,9.0039675,-79.57579609999999
Apartamento PH Infinity Tower 3 Recamaras Lh,158,310000,8.9910201,-79.50640469999999
En Venta Espectacular Apartamento en PH Quadrat,148,360000,,
Villa Casa Bonita – Cerca de La Ciudad con Acabados de Calidad,153,548500,8.892706273181819,-79.61561981726072
Venta Woodland Panamá Pacífico - 3303rc,102,230000,8.9394434,-79.64234859999999
Se Vende Apt. en Exclusiva Area de San Francisco Negociable,114,210000,8.9924711,-79.5069436
Apartamento en Venta en Av Balboa. Prestigiosa Torre! Fl 18 - 536,218,550000,,
"Balboa Bay. 129 m 3r 2b Cbe 2est $321,000",129,321000,8.9724866,-79.53165489999998
"Apartamento. El Cangrejo, Venta. Duplex. Ke 19 - 259",130,249000,,
Vendo Apartamento en Av Balboa A. G.,141,285000,8.9875064,-79.5238103
3397 - PH Terrasol - San Francisco,152,275000,8.998951362274415,-79.51201636974099
Yoo Panama - 2 Recámaras - 2 Baños - Amoblado - Vista Al Mar - Piso Alto,156,2200,8.976068957719797,-79.52431068399181
"Amplio Apartamento en Av Balboa, con Vista Sobre El Parque Em 20 - 4852",159,1800,,
Ventas de Apto P. H Torre Delta/ Entrega Inmediata,100,209000,8.998628674384097,-79.52009707689287
Apartamento en Alquiler - Santa Clara Residence,90,325000,8.379767095492028,-80.10958160845945
"Venta Apartamento en Los Andes, Transistmica",83,110000,8.970519799999998,-79.53907
"Vendo Amplios Apartamentos, Altos de Panama",72,155750,,
Murano - Alquiler o Venta - Costa del Este,294,3000,9.009912171656184,-79.46752312380369
Apartamento en Venta en Paitilla Ng19 - 288,240,466500,8.97678051751265,-79.51135066883865
Amplio Apartamento en La Mejor Area de Hato Pintado!,134,220000,9.010375699999999,-79.51397179999998
Venta de Lujoso Apartamento en Ventanas del Mar. Che,500,1050000,,
"Terrawind. 123 m 3r 2.5b Estudio 2est 1dep $230,000",123,230000,8.9863521,-79.50157639999998
Apartamento en Venta en San Francisco Ltf 20 - 7433,208,540000,8.987740532354966,-79.50211138108003
Alquiler de Hermoso Penthouse en Punta Pacifica.,233,815500,8.978684996880263,-79.50783265194133
"Yoo & Arts, Av Balboa Venta por Viaje",134,320000,,
Venta Apartamento Amoblado PH Destiny Av Balboa Gm 20 - 585,97,215000,8.971850991705297,-79.52956328934096
Vitri - Alquiler o Venta - Costa del Este,385,4000,9.009191611945496,-79.47338106829221
Se Vende Apartamento en Santa Maria,229,598000,9.026667901881908,-79.4474986795809
Vendo Excelente Apartamento en San Francisco. Lbr19251,214,360000,8.986393913895174,-79.50156534596857
Complejo Residencial Playa Dorada,89,120000,8.9875064,-79.5238103
Alquiler Amueblado - Coco del Mar - 2 Rec 2 Baños + Rec y Baño Servicio,139,1400,,
Apartamento en Venta Condado del Rey Mf,65,98000,8.9823792,-79.51986959999999
Apartamento en Venta en PH Sol del Este,147,260000,,
Apartamento en Venta en San Francisco Ng/mls #18 - 2260,86,205000,8.988147149057397,-79.51214098813466
Apartamento en Venta Costa del Este,337,943600,9.0093333,-79.47273559999996
Se Vende Apartamento en PH Cosmopolitan. Np 19 - 10162,84,160000,8.9934747,-79.51167459999999
Apartamento en Costa del Este a Estrenar. Mac,113,292000,9.010684636064697,-79.47084384039046
Apartamento en Venta en Costa del Este,226,589000,9.011018762138828,-79.4649268233203
Downtowm 55 Tlf.,46,145000,8.98446579224173,-79.52065229415895
"5 - 0012 Ganga! Vendo Apartamento, Centrico, Comodo y Area Segura.",54,80000,8.998961700864397,-79.51738088765792
"Venta Apartamento Amoblado, 315 m&sup2;, Terrazas del Pacifico, Kw 19 - 11492",315,655000,8.988980391536295,-79.50247616150605
Vendo / Alquilo Apartamento El Cangrejo The Forum 3 Recamaras - ID 6975,178,426648,8.988988299999999,-79.52802639999999
Apartamento Ganga en Embassy Village Djn20 - 1165,148,310000,8.974794098961967,-79.5652878743092
Costa del Este - Ocean One,330,700000,9.010218537979256,-79.46592107703157
Se Vende | Apartamento | Bella Vista,52,90000,8.975728014961067,-79.53327280083306
Lujoso Apartamento en Venta en San Francisco Coco del Mar Eep 18 - 6924,273,780000,,
Venta de de Penthouse en Altos del Golf Mgq20 - 6295,315,730000,9.00049300128356,-79.49915863115791
"Se Vende Apartamento en Av Ricardo J. Alfaro, 3 Rec, 76 Mt. Rsw20701.",76,175000,9.026730210779297,-79.51858562951656
Venta PH Dupont Punta Pacifica 2 Rec 160 m&sup2;,160,390000,8.980235125510603,-79.50742752362461
Apartamento en El Cangrejo en Venta. Amplio y Luminoso. Ke 18 - 3613,114,240000,,
Apartamento de 2 Recamaras en La 12 de Octubre,90,135000,9.014176863322803,-79.51130284893492
Descripción: Condominio Cerca de Coronado – en Lajas de Chame,100,139000,,
Venta de Apartamento en La Av Balboa,105,320000,8.975944966404855,-79.52326086560669
Apartamento Enventar Amueblado Lfc 18 - 4510,156,280000,9.030269818751762,-79.4181553137085
Venta de Apartamento en Carrasquilla - Lkm 18 - 587,79,165000,8.996937710853361,-79.51786100307157
"Vendo/alquilo PH Mandarin Bay, San Fran - ID 7671",206,460000,25.68654,-80.43134499999996
20 - 2822af Lindo Apartamento en Venta en San Francisco,143,325000,8.988153819220292,-79.50460047104585
Se Vende Apartamento en Venetian - 2737dm,525,1450000,8.97613629660922,-79.50784206390382
Apartamento Costa del Este Vista Al Mar Venta Mf,114,320000,8.9823792,-79.51986959999999
Apartamento en Venta en Punta Pacifica. Exclusiva Zona Fl 18 - 6193,670,1750000,,
Venta Apartamento en Vista Hermosa 20 - 5610 - Disp. en Alquiler con Opc. a Compra,87,179000,8.99877697409363,-79.52059702988583
"Apartamento en Venta en San Francisco, con 2 Recámaras Em 20 - 4683",93,155000,8.986834478730527,-79.5014032779001
Apartamento en Venta Greenwood Country Club - 79 m&sup2;,79,191750,9.032248742382002,-79.51358372239429
Apartamento Mod. B Cerca a Costa Sur,89,163543,9.041716585651844,-79.41839881762996
Apartamento Venta en Buenaventura 19 - 2124 Dc,500,1050000,8.344331178357393,-80.16832990437013
Venta PH Dal Mare - 2931pg,223,585000,8.9969352,-79.4964004
Penthouse Ocean Two Costa del Este Listo Para Ocupar - Precio Negociable,460,5000,,
Forest Gate Mod. H,44,120000,8.987265376670738,-79.55825445354549
Venta Apartamento en Costa del Este Fm 20 - 6359,135,340000,9.01103239952232,-79.472781938794
Re Venta Zaphiro,115,235000,,
Costa del Este Bello Apartamento en Venta Rg,155,265000,,
20 - 5028 Af Cómodo Apartamento en Venta en Betania,63,134348,9.005704730454594,-79.52703926955871
Apartamento en Santa Clara Torre Amanecer,94,330000,,
Apartamento en Vista del Mar - 1691da,113,248000,8.9693459,-79.5312376
Venta Apartamento Obarrio Parkcity,117,310000,8.9898611,-79.522134
"San Francisco, Apartamento en Venta Serenity Av - 157",124,238000,,
Bahia Pacifica / Punta Pacifica / Alquiler $4.800,444,4800,8.9799838052589,-79.5073761751346
Exclusivo Apartamento en Venta en PH Lumiere,113,265000,9.014067599660098,-79.46424901992077
"Lumiere, Costa del Este",102,280000,9.0131299,-79.467576
"Venta: Penthouse en Arts & Yoo, Av Balboa",317,1080000,8.97648601210589,-79.52352762222291
Alquilo PH Ocean Two Linea Blanca Costa del Este,290,660000,,
"En Venta o Alquiler Apartamento, Embassy Club",134,365000,,
Venta Apartamento con Ubicación Privilegiada en Bella Vista 19 - 11632 Mfk,98,169000,8.974765798161267,-79.53020200408255
Apartamento en Venta Coco del Mar Pp19 - 5597,118,220000,9.003544,-79.496095
Exclusivo Garden Apartment con Jardín 401 m&sup2; Embassy Club Clayton,292,950000,8.9933333,-79.56104640000001
"Bijao. Gatun. 125 m 3r 2b 2est $275,000.00neg",125,275000,8.395599200000001,-80.0717014
The Regent - Costa del Este - Venta Apartamento,95,306000,8.9812656,-79.51010639999998
Apartamento en Venta El Cangrejo Dalí Tower Ige19 - 865,130,195000,8.984716331511807,-79.52952307263024
Comercial en Venta Obarrio Pp20 - 4951,334,968000,8.98451,-79.522442
"Apartamento en Venta en Marbella, con Acabados de Primera Em 20 - 3940",245,495000,8.976575382559478,-79.52416196506499
"Apartamento en Venta PH White Tower, Bella Vista",169,380000,,
Apartamento en Venta en San Francisco Ep#19 - 6599,140,265000,8.998038122868468,-79.50324729659786
